"roll","pitch","yaw","f0","RMSenergy"
-11.2148,4.45931,-9.42056,0,0.00191751875710186
-11.20513,4.39588,-9.40441,0,0.00192340122181609
-11.1849,4.34253,-9.37806,0,0.00188119368753671
-11.15318,4.38904,-9.44476,0,0.00187603675861708
-11.14676,4.40946,-9.45635,0,0.00184583108086004
-11.13356,4.49319,-9.48197,0,0.00178501080408098
-11.13564,4.54238,-9.42252,0,0.00176092009879943
-11.10258,4.61241,-9.5149,0,0.00181169241697189
-11.03798,4.80415,-9.64594,0,0.00195725860027161
-10.96493,4.99164,-9.78902,0,0.0021150233847708
-10.88521,5.18114,-10.00113,0,0.00255162322742052
-10.76355,5.5245,-10.29186,0,0.00300508534054152
-10.66022,5.80215,-10.63742,0,0.00397265793793988
-10.5426,6.08356,-11.04884,0,0.00544920768781347
-10.47073,6.3575,-11.38235,0,0.00768533005609653
-10.37119,6.53066,-11.82748,0,0.0103873300557748
-10.25689,6.76948,-12.27374,0,0.0129653086776859
-10.14496,7.0463,-12.66419,3.69110036522272,0.015267199881963
-10.04687,7.27214,-13.0364,83.022395189175,0.0172521471895962
-9.93798,7.48345,-13.38447,163.653780769579,0.0191588372838388
-9.81018,7.69959,-13.8107,244.909590758319,0.0208505016755647
-9.68125,7.90922,-14.25873,251.005476542619,0.0218822627237559
-9.54097,7.92516,-14.70704,256.309385065229,0.0222660735268567
-9.4544,8.13589,-14.96186,258.248027004853,0.0224061135297749
-9.37373,8.30611,-15.15758,260.309986088092,0.0220905755255922
-9.26321,8.30876,-15.42625,261.665833684514,0.0212660370546861
-9.20136,8.52329,-15.47886,262.291488620931,0.020225066877163
-9.13196,8.72073,-15.55462,261.489219637172,0.0193963422383637
-9.04902,8.84692,-15.64516,259.283671495647,0.01874255321158
-8.94968,8.91026,-15.72589,255.199549021845,0.0178428126786737
-8.88209,8.90405,-15.80788,252.671701856043,0.0172899787596197
-8.8,8.97532,-15.93279,253.37569729394,0.0173829297066471
-8.7203,9.05163,-16.01909,251.472032555025,0.0181568996648572
-8.61517,9.05861,-16.19558,245.196448802233,0.0195437516567087
-8.49286,9.08958,-16.4035,239.640111806322,0.0218525469961353
-8.39022,9.14557,-16.57689,241.080039013951,0.0248984735895977
-8.30617,9.14485,-16.61877,250.239676903277,0.0279283022002775
-8.18021,9.18817,-16.80351,258.043383765138,0.0299568045095009
-8.03856,9.22392,-17.00973,261.149635840233,0.0308718335380431
-7.89608,9.24198,-17.16155,260.179725252816,0.0307177612422883
-7.73501,9.1945,-17.35246,258.034398963294,0.030076683912357
-7.57677,9.26198,-17.53298,258.81524477139,0.029412399230421
-7.45309,9.31198,-17.61634,260.252479394962,0.0288510991096529
-7.35516,9.28777,-17.61653,262.416945266734,0.0286401675126174
-7.24912,9.29226,-17.63714,265.342267945931,0.0282877901713875
-7.17284,9.24305,-17.58474,268.288061440239,0.0276583750944483
-7.13599,9.10331,-17.5169,270.481431220888,0.0262924974133241
-7.11989,8.98169,-17.40086,271.174056922657,0.0239385542547955
-7.10673,8.84833,-17.35003,269.639484941019,0.0207850313423673
-7.10934,8.64233,-17.31097,266.670674487166,0.016761968612401
-7.08086,8.53306,-17.34432,264.48759518798,0.0133275810470689
-7.05611,8.27962,-17.3585,265.277653936376,0.0110029022241918
-6.97516,8.13323,-17.56124,268.244958171118,0.00932225483476689
-6.8948,7.99819,-17.76668,269.686427349049,0.00775617090881404
-6.80653,7.82461,-18.03574,268.90671643502,0.00626219233958377
-6.64378,7.66104,-18.43386,267.402606227716,0.00557129545246156
-6.49263,7.44908,-18.80105,266.661669338431,0.00502674156931637
-6.3115,7.31626,-19.25783,266.144917644197,0.00606839575780899
-6.1468,7.21334,-19.66109,176.918139409592,0.012093437679216
-5.98935,7.10709,-20.061,88.625477296746,0.0215268256238753
-5.84776,7.03037,-20.41063,109.218685706518,0.0340572320822777
-5.7318,6.9646,-20.67313,218.10604485333,0.0467117436430613
-5.65657,6.96745,-20.80845,325.543087565521,0.062030715129916
-5.58935,6.95133,-20.93585,322.2195,0.07615482
-5.56589,7.00749,-20.95971,316.955720948113,0.0866250679513932
-5.53012,7.14733,-20.99422,311.768631810138,0.0917255975941773
-5.50765,7.29735,-20.96468,309.706385410922,0.0936770625562593
-5.48518,7.47218,-20.96158,310.693246112261,0.0931156174196469
-5.43924,7.74036,-20.99265,313.73073199159,0.0902807410082717
-5.385,8.02795,-20.98463,317.895647313208,0.0861075416767242
-5.28716,8.32702,-21.07163,323.271775491322,0.0817676954395803
-5.17304,8.62937,-21.17,329.929508269701,0.0797559908909458
-5.02264,8.97492,-21.34788,335.654480543158,0.0778001682531266
-4.85908,9.25646,-21.55076,340.395651100869,0.0760418574448255
-4.68708,9.58339,-21.74708,344.060471797193,0.0709184360615662
-4.49256,9.87123,-21.99481,346.563307274897,0.0642160765659643
-4.28749,10.22757,-22.2216,346.622834079218,0.0569180500917736
-4.08619,10.53928,-22.431,344.208171038464,0.0502726519902432
-3.90426,10.84086,-22.64631,340.598014058192,0.044270252149733
-3.75006,11.17051,-22.8299,335.890528208793,0.039692906504383
-3.62932,11.53944,-22.98892,331.264808048218,0.0378059319764375
-3.56836,11.94801,-23.03938,326.713374989992,0.0376732954629259
-3.48687,12.30751,-23.1929,323.366901630819,0.0380288600121591
-3.44121,12.69176,-23.25779,321.17181693822,0.0377982290875794
-3.39591,13.06253,-23.28347,319.059748513407,0.0374433442888784
-3.38636,13.39552,-23.28344,316.009474739701,0.0356560336713444
-3.33198,13.73453,-23.32237,311.955254535353,0.0327010378715173
-3.29282,13.9768,-23.30862,307.064244933761,0.0297347730377981
-3.21896,14.27775,-23.34232,300.565639685509,0.0272060554256253
-3.12467,14.59053,-23.3382,293.116180672231,0.0251947775807459
-3.01824,14.8466,-23.35262,291.954019725466,0.0225150415087041
-2.91003,15.09532,-23.34137,300.22684259285,0.0194523342706955
-2.75977,15.37521,-23.44841,311.676727549582,0.0165538093686607
-2.6296,15.6181,-23.56626,318.718205514256,0.0136195062398003
-2.51176,15.7377,-23.63535,319.96676939268,0.0108418503240725
-2.40123,15.91531,-23.68572,320.030359019638,0.00833299590130892
-2.27949,16.04494,-23.71979,319.052295971028,0.00675479926708913
-2.18838,16.17025,-23.75,320.212749832957,0.00583805693805963
-2.06411,16.30252,-23.83789,217.384243348587,0.00517071174674229
-1.961,16.30913,-23.89484,111.895974593048,0.00583856133372109
-1.8976,16.26892,-23.86582,0.666718768076257,0.00897773776523136
-1.82922,16.09442,-23.8063,93.3243549794426,0.01324380441567
-1.83165,15.8568,-23.61904,191.353197975972,0.0168703257691487
-1.78998,15.6892,-23.48677,288.002084510771,0.0193559077312197
-1.80886,15.52857,-23.20652,281.779058460317,0.021043923955681
-1.83174,15.37791,-22.89707,187.446162031733,0.021988099318266
-1.8356,15.07485,-22.58731,94.3572237690314,0.0207143225539024
-1.92138,14.78179,-22.09947,4.01094105930568,0.0184042045043007
-2.00492,14.55645,-21.62199,0,0.0156444170212391
-2.08751,14.25233,-21.19801,0,0.0120231490655882
-2.20582,13.9515,-20.75338,0,0.00888021685950423
-2.36393,13.69928,-20.27365,0,0.00583598287257601
-2.53746,13.4497,-19.80435,0,0.00469392894275482
-2.71472,13.30299,-19.39193,0,0.00384928152240085
-2.91393,13.17877,-18.89333,0,0.00339293077940354
-3.04706,13.15973,-18.48543,0,0.00306345041991252
-3.1794,13.1668,-18.01971,0,0.00282727440018856
-3.25826,13.27574,-17.67013,0,0.00273561110270531
-3.28105,13.45747,-17.40575,0,0.00274134750203712
-3.26976,13.63952,-17.22236,0,0.00278416771344126
-3.21848,13.81712,-17.11676,0,0.00280540034986101
-3.11069,13.98546,-17.12807,0,0.00283487486624964
-2.96978,14.14293,-17.25295,0,0.00284649640568822
-2.84729,14.19483,-17.32676,0,0.00287348741108688
-2.65725,14.31566,-17.57076,0,0.00278089965940985
-2.47324,14.348,-17.82743,0,0.00264026149265028
-2.26703,14.41743,-18.19959,0,0.00250211133300286
-2.00425,14.61453,-18.66755,0,0.00237726964491243
-1.78086,14.7639,-19.11625,0,0.0022086099492871
-1.55347,14.75473,-19.5446,0,0.00202978266953373
-1.33826,14.74818,-19.99076,0,0.00192445432335039
-1.12732,14.78639,-20.43198,0,0.00186071219263793
-0.93397,14.82052,-20.86641,0,0.00180007501539532
-0.74229,14.86754,-21.31803,0,0.00171946460446932
-0.5499,14.85036,-21.78618,0,0.00169921984616277
-0.39289,14.81006,-22.16993,0,0.0016561468774061
-0.26877,14.77755,-22.45451,0,0.00157035952582785
-0.15507,14.72832,-22.72618,0,0.00147388293474853
-0.09923,14.63353,-22.86147,0,0.00142555668853937
-0.07645,14.51551,-22.94665,0,0.00143712210006023
-0.07429,14.36655,-22.97006,0,0.00145973763829787
-0.08637,14.20708,-22.94783,0,0.00148159841902959
-0.17167,14.08554,-22.7707,0,0.00151137693650318
-0.25115,13.91214,-22.54984,0,0.00159381526855575
-0.37666,13.76669,-22.23889,0,0.00167304888926592
-0.50821,13.5737,-21.93079,-6.24378268540943,0.00168590376427762
-0.64461,13.36193,-21.58338,78.7132729453816,0.00161503422772356
-0.82468,13.18927,-21.14784,176.138436396336,0.00154503222170759
-0.99748,12.98287,-20.76696,191.176275741614,0.00158599468637318
-1.10423,12.89759,-20.46921,106.573753349488,0.00163837312635012
-1.19088,12.80086,-20.18339,8.96229064098963,0.00180607298590665
-1.22119,12.72091,-20.01314,0,0.00199436768945224
-1.23014,12.69216,-19.87282,0,0.00226579288893295
-1.15435,12.69944,-19.9276,0,0.00254141389090088
-1.00467,12.65162,-20.10383,0,0.00285574448411645
-0.77021,12.56899,-20.42043,0,0.0032247078402366
-0.43469,12.51879,-20.91771,0,0.00355267906810605
-0.01214,12.46217,-21.63199,0,0.00386347607438018
0.46198,12.41677,-22.48479,0,0.00422547123281543
0.95819,12.37071,-23.40732,0,0.00471808637916263
1.49177,12.37347,-24.32427,0,0.00524555320584091
2.00139,12.39084,-25.1853,0,0.0057010675752201
2.47394,12.35563,-25.91796,0,0.00594824973607968
2.93361,12.41847,-26.59054,0,0.00604786657578502
3.33078,12.54988,-27.14365,0,0.0060463505269839
3.63743,12.71119,-27.54327,0,0.00592220552739545
3.84075,12.82763,-27.76275,0,0.00577495947235391
3.90976,13.01538,-27.83919,0,0.00559488967347702
3.90673,13.21228,-27.77146,0,0.00557567586911544
3.86501,13.51276,-27.63875,0,0.00617084898329516
3.79861,13.69381,-27.48748,0,0.00744755794573665
3.76601,13.9588,-27.34385,-6.97857082034858,0.00922757717650179
3.70572,14.09213,-27.16245,66.50831378919,0.0111118572881861
3.69092,14.34165,-27.02108,151.976924807608,0.013235381335446
3.65476,14.47418,-26.82459,247.942828956673,0.0163278537394356
3.65403,14.63166,-26.72569,267.474260959486,0.0199649501428041
3.63494,14.69414,-26.6117,277.058209422761,0.022936141092301
3.60693,14.78158,-26.47971,303.311446596382,0.0245277549614088
3.60554,14.79484,-26.42763,348.013095317428,0.0249813347546289
3.59668,14.86496,-26.35494,393.105810210295,0.0254940553696186
3.59916,14.90565,-26.3117,418.391143825224,0.0257800776404192
3.55909,14.95103,-26.22778,419.82245969344,0.0257452291374131
3.49389,15.03377,-26.1365,416.48284162386,0.0258873821695244
3.44034,15.14659,-26.09202,412.730739941411,0.0268745440711366
3.34015,15.23692,-25.97224,410.516249977365,0.029115203363513
3.26834,15.30666,-25.89505,410.557072541706,0.0319879667761113
3.19011,15.40834,-25.73501,408.016898068382,0.0353638314884641
3.14536,15.45418,-25.64854,401.991338881885,0.0387273786997593
3.06425,15.56691,-25.43452,394.11875127596,0.0415473950229151
2.99382,15.75184,-25.28602,385.184592792446,0.0427888791103263
2.94661,15.94148,-25.15099,374.248827951768,0.0422636777132617
2.89705,16.04069,-24.99993,360.5082422928,0.0398851155014985
2.89248,16.14516,-24.86165,348.894478117694,0.0358536705263595
2.90492,16.33051,-24.72571,342.213634628062,0.0303733456002678
2.96098,16.52763,-24.64383,343.14372360591,0.0248999137547749
3.05791,16.75623,-24.62527,350.535640787686,0.0209455659121776
3.16332,16.91799,-24.64054,354.878393198747,0.0187549889481422
3.24788,17.06855,-24.61008,350.471597343699,0.0177027888663955
3.36156,17.31184,-24.66999,351.252911209217,0.0168732826119294
3.49278,17.58781,-24.77543,243.220322061135,0.0163584018029922
3.63921,17.76787,-24.91066,209.327254091264,0.0155321274794698
3.80486,17.90783,-25.09966,180.946501967159,0.0155460066857596
3.90866,18.02252,-25.25702,264.741762320557,0.0171099159079123
3.99091,18.11266,-25.36305,280.7017,0.0204556813498126
4.04536,18.17982,-25.42513,280.7017,0.0246369516528926
4.06047,18.27713,-25.40646,280.7017,0.0285351182893422
4.05034,18.33741,-25.37578,280.618122181983,0.0317684533137168
3.99962,18.46381,-25.28845,281.304406006607,0.034060873781076
3.90399,18.60049,-25.1363,282.222575784638,0.0351897382534635
3.7916,18.70438,-24.97201,282.538975294157,0.0351579084593454
3.65018,18.71321,-24.80151,281.358839950017,0.0334702868161803
3.47772,18.69128,-24.55716,278.497884731508,0.0310337665514482
3.24336,18.63914,-24.17456,274.850296610036,0.0282871997794522
3.015,18.5751,-23.79796,269.866014386675,0.0254456821153883
2.74557,18.4459,-23.28945,264.052834735811,0.0219299691050887
2.48394,18.27204,-22.72593,258.689059711773,0.0184110944640074
2.17761,18.11394,-22.01031,255.187751869699,0.0159284464792416
1.84126,17.82282,-21.25702,254.508217111815,0.0135571110660933
1.44536,17.47978,-20.38754,255.211035624736,0.0107277074374181
1.00605,17.07237,-19.41047,259.278733509048,0.00766143201340115
0.5185,16.6372,-18.3013,267.124184782389,0.00587175140621574
-0.06883,16.15919,-16.99999,273.833285967997,0.00561842479335101
-0.73227,15.55538,-15.53278,287.720776033057,0.00625553785335354
-1.45831,14.99594,-13.99678,213.585635091977,0.00761536125273772
-2.23996,14.23946,-12.4477,121.550441862329,0.00964205037922622
-3.11984,13.5548,-10.83419,12.4269026436503,0.0118599035211701
-4.01581,12.83395,-9.25286,42.4632243713764,0.0139637014561393
-4.96418,12.13959,-7.71268,103.91692911044,0.015725044900501
-5.98352,11.32118,-6.07855,175.223659121774,0.0171148146446356
-7.0545,10.54949,-4.44838,196.040885127709,0.0178055303478258
-8.14202,9.74428,-2.88994,207.353217447408,0.0174711301830977
-9.24131,8.96496,-1.3969,217.396853531197,0.0163635212004609
-10.31331,8.25022,-0.06037,223.037238045337,0.0148092063832406
-11.39277,7.5494,1.20985,226.763606177583,0.0126011416750784
-12.4131,6.74919,2.31135,236.329335647184,0.00994731926671525
-13.43787,6.09029,3.41733,177.71704083969,0.00727348581275321
-14.38827,5.47038,4.29967,101.2464034502,0.00520819258400087
-15.2434,4.87983,4.99371,17.0224658420692,0.00393176185758117
-15.99051,4.43705,5.37874,0,0.00317066159256465
-16.6829,3.96622,5.71478,0,0.0028485432444545
-17.27232,3.52779,5.85725,0,0.00289605166184541
-17.75277,3.21122,5.85292,0,0.00315567613501489
-18.15597,2.88242,5.75602,0,0.00351825462799817
-18.43058,2.7275,5.38809,0,0.00363787980007034
-18.63899,2.53797,4.9024,0,0.00365656182744146
-18.78533,2.39488,4.43367,0,0.00362533417270071
-18.87123,2.22671,3.79428,0,0.00354124322785823
-18.90883,2.11142,3.07073,0,0.0033809183162083
-18.94249,2.03769,2.35767,0,0.00322789253466098
-18.95419,2.00751,1.68422,0,0.00317901537530912
-18.92684,2.00868,0.89687,0,0.00316614437618832
-18.86732,1.99887,0.12632,0,0.00313264338016529
-18.81799,1.93124,-0.5961,0,0.00295954730887914
-18.73256,1.83439,-1.37198,0,0.0029480762083999
-18.64133,1.83184,-2.11335,0,0.00334998995071994
-18.54451,1.76592,-2.81006,-11.5286503223105,0.00435229882075953
-18.41496,1.72341,-3.46207,62.1995737138409,0.00569287590530842
-18.29438,1.68226,-4.02124,159.150828905073,0.00717739826731729
-18.16188,1.64164,-4.57322,264.710261752261,0.00858052853508376
-18.01521,1.56193,-5.0805,285.17846517178,0.00993676791676423
-17.88234,1.46734,-5.52168,284.13890494072,0.0110921108634848
-17.76371,1.35034,-5.84731,288.167636532368,0.0123069328293346
-17.6503,1.27654,-6.15049,293.623834304068,0.0134416733298415
-17.55995,1.08325,-6.37146,297.89752636098,0.0146239121119088
-17.47783,0.93026,-6.53094,300.341205938516,0.0156116187549057
-17.41251,0.81254,-6.6477,301.744552592886,0.0163286783477061
-17.33305,0.73187,-6.79456,301.431953280532,0.0165676857845628
-17.28703,0.59279,-6.73454,299.826891973856,0.0165083222583421
-17.22653,0.43195,-6.69445,297.743967810123,0.0164527160741744
-17.17858,0.29991,-6.55504,296.8887935942,0.0165658291992937
-17.16823,0.09806,-6.39809,298.688744650547,0.0168944176611832
-17.13243,-0.04357,-6.23204,302.66500250478,0.0174073936170962
-17.07602,-0.16664,-6.11812,308.875978859213,0.0185597374377547
-17.01774,-0.26352,-5.99953,316.810777024868,0.0204983925657248
-16.97656,-0.39215,-5.83294,325.507000536124,0.0236744166133286
-16.93016,-0.53512,-5.63864,333.789203800756,0.0271752833148392
-16.88363,-0.586,-5.48168,341.368319635676,0.0303201581254748
-16.82675,-0.63,-5.34481,348.010170662092,0.032484950658725
-16.77378,-0.68012,-5.17195,353.612334644897,0.0340871304753282
-16.70486,-0.73751,-5.02252,358.088984209227,0.0353044637491254
-16.63532,-0.79763,-4.90353,361.15136429146,0.035252267976011
-16.56513,-0.7862,-4.87594,363.875966101486,0.0337927579563693
-16.48928,-0.73069,-4.87167,366.670620502901,0.031659342842429
-16.40622,-0.66567,-4.83002,369.656347397012,0.0300018565278407
-16.30842,-0.59405,-4.86605,371.482305981915,0.0285276487411378
-16.22142,-0.52162,-4.93015,372.754664552226,0.0272461728756514
-16.1205,-0.41947,-5.03247,375.248925725338,0.0274320718437721
-16.01434,-0.32338,-5.11662,378.558876089177,0.0311180433514657
-15.91898,-0.23307,-5.22694,380.011954218842,0.0379093818470272
-15.8078,-0.14598,-5.31902,377.193726436554,0.0454052660305138
-15.70944,-0.08376,-5.35113,371.693718447823,0.0513181618889665
-15.57479,0.04938,-5.46682,366.584380745934,0.0552376121591986
-15.46624,0.18094,-5.52103,364.252876217876,0.0575604491040784
-15.33694,0.35908,-5.63336,363.214108202732,0.0574578038046085
-15.21694,0.48057,-5.70949,360.398479583522,0.0540785239701219
-15.11195,0.63302,-5.75493,354.708584789497,0.0479501346623689
-15.02611,0.69407,-5.82781,348.11404607597,0.0414372897602594
-14.9376,0.85112,-5.89888,342.545541014781,0.0357027113205551
-14.84297,0.99278,-5.95025,338.502267768595,0.0303080600826443
-14.7599,1.12463,-5.98004,334.831644025755,0.0253429246470672
-14.70393,1.20218,-5.99966,331.693194521286,0.021722422106372
-14.65225,1.30334,-6.06384,331.416014001324,0.0201726598403601
-14.59377,1.4296,-6.09992,334.128616197823,0.0192145767569934
-14.55502,1.62675,-6.15583,338.934025356449,0.0178539226747828
-14.5332,1.76952,-6.18056,336.95479626135,0.0163487822120626
-14.50741,1.85607,-6.21121,322.371552829335,0.0156351760660933
-14.48052,1.99815,-6.27681,300.822851510538,0.015982741601076
-14.46272,2.08153,-6.35713,282.976712975842,0.0168278803566552
-14.45804,2.1149,-6.41188,275.323394738279,0.0177090010425046
-14.44683,2.23385,-6.45639,272.106075521252,0.0181214571254335
-14.44437,2.36334,-6.50729,268.236732174538,0.0179214980477311
-14.4327,2.47992,-6.62634,263.387454483349,0.0173890177990115
-14.40036,2.63628,-6.80488,258.318738365589,0.0170087044889988
-14.39946,2.68542,-6.86282,253.960988971488,0.0168860171418203
-14.39631,2.8142,-6.96931,249.924305109825,0.0167869902128034
-14.37775,3.01393,-7.06132,246.395979132325,0.0165753804305078
-14.36257,3.07996,-7.11772,243.650706066093,0.0165248036894522
-14.35762,3.12827,-7.17727,241.350781028774,0.0170196494023698
-14.36462,3.29888,-7.2316,238.454425961787,0.0183731654410021
-14.37298,3.35732,-7.27946,234.080572820804,0.0200093838987763
-14.40457,3.40717,-7.33055,228.442831456213,0.0213154877670238
-14.41082,3.58636,-7.36774,222.554231527672,0.0219927385150904
-14.43741,3.64737,-7.37634,217.232494970613,0.0220323717065798
-14.45945,3.81877,-7.4149,212.816793537333,0.02132720311412
-14.4613,3.86398,-7.45987,184.065620142993,0.0193643620091736
-14.47557,3.9443,-7.47123,104.657512101886,0.016137538859624
-14.48157,4.08196,-7.48431,35.1195086471251,0.0128519970504587
-14.48198,4.15874,-7.41537,-8.65408807605252,0.0100587780375735
-14.46142,4.28009,-7.37848,0,0.00800992787853227
-14.43288,4.40112,-7.36585,0,0.00651035354457915
-14.40909,4.4861,-7.34333,0,0.00581411570053013
-14.37142,4.63324,-7.33507,0,0.00605028227178821
-14.31997,4.72048,-7.3575,0,0.00674303646382752
-14.30808,4.77669,-7.27111,0,0.00768669717083761
-14.28193,4.8398,-7.17687,0,0.008750469939167
-14.22834,4.9366,-7.15107,0,0.0101521893687507
-14.19125,4.91735,-7.0572,0,0.011841734831265
-14.14831,4.90511,-7.01579,23.3227826943903,0.0139880167269137
-14.15648,4.88309,-6.90588,99.2599328202822,0.0167858204617475
-14.19402,4.87591,-6.80987,167.425325112443,0.0201710151372484
-14.28043,4.91868,-6.68291,213.583151514279,0.0237060675302765
-14.38017,4.92459,-6.55479,207.670261586148,0.0267697733642613
-14.46135,4.84496,-6.48977,210.288561111381,0.0292922983354347
-14.56232,4.74623,-6.33513,212.384230132927,0.0314044003864358
-14.67476,4.6576,-6.18192,214.053186062277,0.0330081092682078
-14.76971,4.57991,-6.08658,215.269576859504,0.0339918453719008
-14.88487,4.52418,-5.96342,216.012690274198,0.0343886900784918
-15.01011,4.39484,-5.80826,216.275678029399,0.0345900717528967
-15.15751,4.22923,-5.57499,216.2162,0.034893434151873
-15.31968,4.1164,-5.35297,216.2162,0.0353099690086011
-15.50035,4.06064,-5.17349,216.374872068435,0.0357572921828433
-15.6987,4.07369,-4.94391,217.086286284509,0.0360183342318988
-15.93871,4.05031,-4.59327,217.975653296993,0.0361711465857929
-16.21373,4.07239,-4.21515,218.095622617841,0.0363773391938688
-16.52198,4.13564,-3.82879,217.481316711125,0.0364844995123256
-16.8737,4.20703,-3.40741,217.296988695756,0.0361856229335289
-17.23638,4.39763,-3.01144,218.064253078503,0.0351445182614323
-17.61594,4.55839,-2.65027,218.957886257571,0.0337063518747124
-17.9961,4.6905,-2.30667,219.394268709524,0.0319728139232441
-18.36955,4.89704,-2.08708,220.057059659395,0.0297003658610718
-18.70436,5.07287,-1.97067,221.290121276596,0.0268798214757807
-18.98648,5.1232,-1.84036,222.891627157496,0.0238289115279715
-19.20379,5.21366,-1.78659,224.288989610497,0.0213314673701125
-19.32123,5.22484,-1.83876,224.957551300278,0.0197750285651859
-19.37034,5.22314,-2.00285,224.998430547086,0.0192937983105178
-19.36718,5.23939,-2.21459,226.446986421065,0.0195515958981477
-19.34214,5.22217,-2.47113,230.773907105418,0.0200874753701051
-19.27734,5.25973,-2.79789,236.507527210622,0.0207241078564026
-19.22271,5.23478,-3.06768,240.943057275832,0.0214784921557939
-19.13551,5.2188,-3.31996,243.51760339782,0.0221859381261107
-19.06594,5.20755,-3.53299,246.140128196072,0.0226897998646409
-18.98777,5.15883,-3.81962,249.609973562698,0.0228009014486193
-18.92259,5.10832,-4.01657,253.633831223133,0.0226895221645485
-18.85886,5.09456,-4.22455,257.712190381198,0.0223238921400432
-18.78837,5.05367,-4.42699,261.92388645511,0.0217859650080625
-18.72538,4.92246,-4.5804,266.059801512221,0.0210050167880085
-18.65847,4.97123,-4.78591,269.251193455773,0.0202848404433777
-18.63656,4.9528,-4.89581,271.118639921583,0.0199576701524193
-18.63993,4.95006,-4.97621,272.790690425719,0.0201624922153923
-18.6658,4.87167,-5.00518,275.693618487106,0.0205139551527373
-18.6839,4.89919,-5.05294,280.135499635226,0.0206455799245012
-18.70467,5.03605,-5.12106,285.211876312905,0.0207154484401528
-18.73948,5.11075,-5.15858,290.132850746944,0.0205242472249887
-18.76354,5.206,-5.23693,294.196764804388,0.0199968152379259
-18.7849,5.40456,-5.27015,297.72791683758,0.0189332119251821
-18.81627,5.5069,-5.24541,301.744827356906,0.0182328652872733
-18.83278,5.58904,-5.19104,306.685078734628,0.0176888589258817
-18.8449,5.66239,-5.1987,310.330819041188,0.0170474601705644
-18.82458,5.75398,-5.23508,308.600345525255,0.0157680456510743
-18.77405,5.93156,-5.24591,302.981662074757,0.0142464583501377
-18.70499,5.99156,-5.3607,297.795945545458,0.0128369379291704
-18.64349,6.03375,-5.39882,295.735325268156,0.0109388475017529
-18.57021,6.11652,-5.38771,294.849295867769,0.0090990512396694
-18.50641,6.2151,-5.41274,269.072896695339,0.00717427814214579
-18.43191,6.21548,-5.4524,159.524193019583,0.00624992848891278
-18.35117,6.20469,-5.53919,62.1675168755992,0.00593488837811506
-18.28555,6.20017,-5.59982,-11.1144245473627,0.00633036770516557
-18.24442,6.19174,-5.60651,0,0.00677809065053929
-18.22465,6.13101,-5.59771,0,0.00709412146808883
-18.21227,6.11362,-5.61137,0,0.00727290493597567
-18.19695,6.13226,-5.67575,0,0.00737815935968933
-18.1736,6.12822,-5.73903,0,0.00743725417128277
-18.16162,6.14488,-5.83027,0,0.00731136920265704
-18.15644,6.18558,-5.86302,0,0.00710293385154645
-18.13665,6.27368,-5.88808,0,0.00699726393300136
-18.11413,6.30098,-5.92308,0,0.00730735704287123
-18.11058,6.3699,-5.87978,23.5204116084132,0.00772157768244487
-18.07304,6.3621,-5.95199,139.568426412986,0.00807838595727097
-18.06334,6.45083,-5.94424,242.542298269288,0.00801825033251275
-18.03012,6.53612,-6.04535,315.513018798006,0.00796742651204126
-17.99761,6.72778,-6.1022,290.473451830041,0.00772139970615698
-17.94483,6.75909,-6.24231,278.556395535544,0.00697542113485028
-17.91925,6.84125,-6.27868,254.625787322712,0.00572212497602597
-17.88233,6.86974,-6.3662,175.535653747442,0.00429514363083035
-17.83187,7.0134,-6.43987,198.031352655739,0.00343448701675345
-17.76261,7.24705,-6.56925,228.079631416932,0.00301528147125396
-17.71133,7.40131,-6.68967,320.334004586795,0.00283108203147904
-17.6726,7.4935,-6.7616,289.660221693377,0.00280730972946137
-17.64395,7.54445,-6.78191,175.799828355459,0.00315640221226454
-17.62431,7.5852,-6.72707,72.1170463251382,0.00478883152396096
-17.60788,7.64004,-6.66799,-11.1739267684037,0.00690743872230427
-17.61403,7.70465,-6.55697,18.4885758218217,0.00916551730526124
-17.61681,7.74617,-6.46367,119.06821426995,0.0107861661328375
-17.62762,7.79007,-6.38687,204.39711347605,0.0123035155573181
-17.65099,7.83402,-6.25935,267.584807711877,0.0136381260598079
-17.69549,7.80667,-6.04019,248.054475552304,0.0141773435611641
-17.77049,7.75637,-5.828,242.501709959257,0.0139877443005885
-17.8668,7.75886,-5.63857,240.518819642784,0.0132508909710089
-17.9399,7.85433,-5.51894,238.127774361459,0.0122244555840681
-18.04456,7.865,-5.36914,235.700046188582,0.0106723987497053
-18.14179,7.83902,-5.26302,232.798900458679,0.00870978750810916
-18.20699,7.84128,-5.23282,230.298215883183,0.00683037917277929
-18.26895,7.85358,-5.23459,215.432216549872,0.00516786050898081
-18.3009,7.91152,-5.33389,131.213392142285,0.00387545760210479
-18.30845,7.93166,-5.48772,55.1265416509547,0.00304485249473048
-18.29441,8.01708,-5.58634,6.55002685276914,0.00272898195262806
-18.24088,8.11335,-5.77219,101.880901138726,0.00271022877337264
-18.161,8.19698,-5.99173,182.097840294245,0.00278600557537346
-18.05844,8.1771,-6.27309,234.730150318195,0.00302630461965887
-17.96794,8.26024,-6.41803,139.198807272729,0.00323966450413223
-17.88982,8.31471,-6.52249,58.9853559934045,0.003389162619281
-17.80692,8.36095,-6.64043,-7.94237349715165,0.00346138784954488
